time (PST),air temperature (C),relative humidity (%),wind speed (m/s),wind direction (deg),wind gust (m/s),rain mean (mm),fog drip mean,rain sum (mm),fog drip sum,rain cumsum (mm),fog cumsum (mm)
2005-09-30,17.11117288135593,67.79806101694915,1.4163979661016948,192.48071593220337,1.9995430508474576,,,0.0,0.0,0.0,0.0
2005-10-31,15.777345430107527,68.06240389784946,1.5353269489247312,201.15085719086022,2.133576612903226,,,0.0,0.0,0.0,0.0
2005-11-30,14.703195319531954,62.13976639712489,1.7015970350404312,205.29015184186883,2.369099730458221,,,0.0,0.0,0.0,0.0
2005-12-31,12.8047375672043,66.75259744623656,1.3709190188172042,227.27519959677417,1.96422311827957,,,0.0,0.0,0.0,0.0
2006-01-31,11.941842352941176,64.22694453781513,1.8159912605042015,224.88132336134456,2.51676974789916,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,13.433644345238095,51.39708370535715,1.3969988839285714,216.37615699404762,2.0253002232142854,0.028613095238095236,0.0,76.91199999999999,0.0,76.91199999999999,0.0
2006-03-31,8.37622815860215,82.33738911290322,2.1094217069892474,267.0669885752688,2.8680729166666667,0.039871303763440856,0.0,118.657,0.0,195.569,0.0
2006-04-30,10.711489236111111,84.54375694444444,1.676975,239.67736180555556,2.3235277777777776,0.04040972222222222,0.0,116.38,0.0,311.94899999999996,0.0
2006-05-31,12.886850134408602,85.98421706989247,1.421456989247312,241.190375,1.9700638440860214,0.011901881720430108,0.0,35.42,0.0,347.36899999999997,0.0
2006-06-30,16.757996527777777,73.4299861111111,1.4502968749999998,251.37316493055553,1.9859381944444445,0.008784722222222223,0.0,25.3,0.0,372.669,0.0
2006-07-31,21.871300403225806,60.02939852150537,1.0340050403225807,227.41063306451613,1.5104173387096775,0.017512768817204302,0.0,52.118,0.0,52.118,0.0
2006-08-31,16.512548656163116,80.53375440222429,1.5075421686746988,249.37482159406858,2.057075996292864,0.01617886932344764,0.0,34.914,0.0,87.03200000000001,0.0
2006-09-30,16.2961796875,73.72535937500001,1.262846875,240.65020312500002,1.7794125,0.0375546875,0.0,48.07,0.0,135.102,0.0
2006-10-31,15.61299461641992,65.733233512786,1.544478802153432,234.7137823014805,2.1103876177658143,0.001049872139973082,0.029706965006729476,3.1202199999999998,88.2891,138.22222,88.2891
2006-11-30,15.322660069444444,61.807190972222216,1.6931243055555556,247.36003020833334,2.300497222222222,0.0024401840277777777,0.875707986111111,7.02773,2522.0389999999998,145.24995,2610.3280999999997
2006-12-31,13.01935181451613,52.451591397849455,1.6775137768817203,232.34192741935485,2.33300436827957,0.008197063172043011,0.6058611559139785,24.39446,1803.0428,169.64441,4413.3709
2007-01-31,10.73330880376344,54.57230510752688,1.43946875,213.40435819892474,2.0474882392473117,0.02455924059139785,0.5307563508064516,73.0883,1579.5309,242.73271,5992.9018
2007-02-28,11.278607142857144,72.76162574404762,1.8166997767857143,252.08267819940474,2.4966666666666666,0.020131101190476192,0.9257832217261904,54.1124,2488.5053,296.84511,8481.4071
2007-03-31,13.319650873655915,63.002187500000005,1.6057842741935484,243.39559038978496,2.2223797043010753,0.0010795530913978496,0.8449543010752688,3.21275,2514.584,300.05786,10995.9911
2007-04-30,11.441729513888887,77.39958333333333,2.2052194444444444,279.2703319444444,2.886845486111111,0.008959149305555556,0.9390884375,25.80235,2704.5747,325.86021,13700.5658
2007-05-31,12.216225134408601,78.76242271505376,1.807430443548387,256.5033350134409,2.400905241935484,0.00037110215053763444,0.582078998655914,1.1044,1732.2671,326.96461,15432.8329
2007-06-30,14.047678819444446,78.98302083333334,1.5700249999999998,250.40245069444444,2.099913888888889,0.0003834722222222222,0.8006815625,1.1044,2305.9629,328.06901,17738.7958
2007-07-31,16.871592920353983,71.33582104228122,1.1911012782694197,249.32683382497544,1.734795476892822,0.0004936086529006882,0.6923130776794494,0.502,704.0824,0.502,704.0824
2007-08-31,,,,,,,,0.0,0.0,0.502,704.0824
2007-09-30,,,,,,,,0.0,0.0,0.502,704.0824
2007-10-31,,,,,,,,0.0,0.0,0.502,704.0824
2007-11-30,,,,,,,,0.0,0.0,0.502,704.0824
2007-12-31,10.297862258953167,60.78774104683196,1.4343755739210284,236.11486179981634,2.0573893480257115,0.033833719008264464,0.2240656106519743,73.68984,488.0149,74.19184,1192.0973
2008-01-31,10.19602688172043,67.76060819892473,1.6212540322580644,202.35782795698924,2.363761760752688,0.11271040658602151,0.5996039650537635,335.42617,1784.4214,409.61801,2976.5187
2008-02-29,11.476174209770116,67.42571479885058,1.6468972701149427,233.2675826149425,2.299953304597701,0.03919876795977011,0.26227051005747126,109.12937,730.1611,518.74738,3706.6798
2008-03-31,12.097314516129032,63.50726478494624,2.0645645161290322,265.1332237903226,2.7358511424731184,0.0002024193548387097,0.0037553427419354836,0.6024,11.175899999999999,519.34978,3717.8557
2008-04-30,12.599323958333333,65.90829513888889,2.1958822916666665,263.4096239583333,2.8689107638888887,0.006483881944444445,0.1552209375,18.67358,447.0363,538.02336,4164.892
2008-05-31,12.613795026881721,76.62212365591398,1.8888044354838711,266.7237557123656,2.506819892473118,0.0005735181451612903,0.7948825940860215,1.70679,2365.5706,539.73015,6530.462600000001
2008-06-30,16.108096180555556,69.79614583333333,1.6250822916666667,262.2637722222222,2.19380625,0.00010458333333333335,0.6027759027777778,0.3012,1735.9946,540.03135,8266.4572
2008-07-31,16.152147177419355,81.95630040322581,1.2358881048387098,231.25833602150536,1.7219892473118281,0.0002024193548387097,0.7923797379032258,0.6024,2358.1221,0.6024,2358.1221
2008-08-31,18.056276881720432,75.41341061827957,0.9783639112903225,230.4679133064516,1.430191196236559,0.00016868279569892474,0.052574831989247305,0.502,156.46269999999998,1.1044,2514.5848
2008-09-30,18.279656250000002,70.67214965277778,1.1986166666666667,249.717196875,1.6746090277777776,0.0003834722222222222,0.06726236111111111,1.1044,193.7156,2.2088,2708.3004
2008-10-31,19.99788978494624,42.422894153225805,1.2953968413978496,224.35366767473118,1.8368857526881721,0.0006072412634408602,0.051323051075268813,1.80715,152.73739999999998,4.01595,2861.0378
2008-11-30,16.75869791666667,56.51406944444444,1.388751736111111,204.8425642361111,1.9920746527777777,0.0213691875,0.5238711111111112,61.543260000000004,1508.7488,65.55921000000001,4369.7866
2008-12-31,10.810493951612903,67.28837701612903,1.5640006720430109,228.1290117607527,2.20637936827957,0.028573615591397847,0.799889751344086,85.03508,2380.4719,150.59429,6750.2585
2009-01-31,15.28297681451613,43.57313205645161,1.169929435483871,173.51312735215052,1.7392950268817204,0.004689233870967742,0.3192051075268817,13.95516,949.9544,164.54945,7700.2128999999995
2009-02-28,10.965709821428572,71.47746651785714,1.5190546875,218.5403058035714,2.1960048363095237,0.03678915550595238,0.7913500744047619,98.88925,2127.149,263.43870000000004,9827.3619
2009-03-31,11.252327284946237,73.57259072580645,1.606186827956989,262.12514045698924,2.214192876344086,0.002563891129032258,0.4068292002688172,7.63014,1210.7237,271.06884,11038.0856
2009-04-30,11.807329513888888,71.11412986111111,2.123332986111111,258.4129378472222,2.8048690972222223,0.0018127118055555555,0.26258170138888887,5.22061,756.2352999999999,276.28945,11794.3209
2009-05-31,13.28893615591398,81.43898185483872,1.7383897849462366,264.6008336693548,2.3314173387096773,0.0006747278225806452,1.5171603494623656,2.00799,4515.0692,278.29744,16309.3901
2009-06-30,13.8724375,85.82240625,1.7180246527777778,265.4539298611111,2.2910878472222223,0.0017778576388888887,0.47471725694444444,5.120229999999999,1367.1857,283.41767,17676.5758
2009-07-31,17.431922043010754,71.17722782258065,1.0897311827956988,243.12391263440858,1.5449149865591398,0.000607258064516129,0.7060079637096773,1.8072000000000001,2101.0797,1.8072000000000001,2101.0797
2009-08-31,18.24404569892473,68.34395530913979,1.3134838709677419,248.2603239247312,1.814168682795699,0.0007422043010752689,1.0114405577956989,2.2088,3010.0471,4.016,5111.1268
2009-09-30,20.79870486111111,58.49953680555556,1.2400774305555555,246.77607569444444,1.7545989583333332,0.000592638888888889,0.5018810416666667,1.7068,1445.4174,5.7228,6556.544199999999
2009-10-31,16.416546706989244,63.31585181451613,1.553473454301075,234.66612936827954,2.200670698924731,0.010559049059139784,0.9238173387096774,31.42373,2749.2804,37.14653,9305.8246
2009-11-30,15.366608333333334,50.97510069444445,1.3902604166666666,230.82464166666665,1.95119375,0.00010458333333333335,0.02069611111111111,0.3012,59.6048,37.44773,9365.429399999999
2009-12-31,10.854672379032259,69.38710349462366,1.3227385752688172,210.10465120967743,1.9187765456989245,0.026448346774193547,0.7723497311827957,78.71028,2298.5128,116.15800999999999,11663.9422
2010-01-31,13.110475470430108,62.74974126344086,1.2026844758064517,196.11012668010753,1.7926055107526881,0.04597993951612903,1.0489928427419355,136.8363,3121.8027,252.99430999999998,14785.7449
2010-02-28,12.222142261904763,72.49776785714286,1.377392857142857,227.6851488095238,1.9728684523809523,0.06734760714285715,1.5122946428571427,113.14398,2540.6549999999997,366.13829,17326.3999
2010-03-31,,,,,,,,0.0,0.0,366.13829,17326.3999
2010-04-30,,,,,,,,0.0,0.0,366.13829,17326.3999
2010-05-31,,,,,,,,0.0,0.0,366.13829,17326.3999
2010-06-30,,,,,,,,0.0,0.0,366.13829,17326.3999
2010-07-31,13.180325940860216,91.02312163978495,1.5092809139784946,,,0.001248252688172043,1.4583303427419356,3.7148000000000003,4339.9911,3.7148000000000003,4339.9911
2010-08-31,15.546202956989248,76.7505682123656,1.4045050403225805,,,0.0008096774193548388,2.4447384744623655,2.4096,7275.5417,6.1244000000000005,11615.5328
2010-09-30,15.519361337333905,74.66800685812258,1.3496223746249463,,,0.0008606943849121303,1.785206858122589,2.008,4164.8876,8.1324,15780.420399999999
